head	tail	relation_type	batch_id
將功補過	將功贖罪	syn	syn-len4-b07-20260718
文學巨匠	文豪	syn	syn-len4-b07-20260718
激進分子	激進派	syn	syn-len4-b07-20260718
知書達禮	知書識禮	syn	syn-len4-b07-20260718
稍安勿躁	稍安毋躁	syn	syn-len4-b07-20260718
閉上嘴巴	閉口不言	syn	syn-len4-b07-20260718
降低利率	減息	syn	syn-len4-b07-20260718
一己之見	一孔之見	syn	syn-len4-b07-20260718
乏人問津	無人問津	syn	syn-len4-b07-20260718
強加於人	強人所難	syn	syn-len4-b07-20260718
瀟灑自如	瀟灑	syn	syn-len4-b07-20260718
超前消費	寅吃卯糧	syn	syn-len4-b07-20260718
眉宇之間	眉宇間	syn	syn-len4-b07-20260718
獨身主義	獨身	syn	syn-len4-b07-20260718
取其精華	去蕪存菁	syn	syn-len4-b07-20260718
望女成鳳	望子成龍	syn	syn-len4-b07-20260718
予取予求	予取予攜	syn	syn-len4-b07-20260718
儀表堂堂	相貌堂堂	syn	syn-len4-b08-20260718
太空飛船	宇宙飛船	syn	syn-len4-b08-20260718
揮霍無度	揮金如土	syn	syn-len4-b08-20260718
言之過早	言之尚早	syn	syn-len4-b08-20260718
閃爍其詞	含糊其辭	syn	syn-len4-b08-20260718
惡言相向	惡言傷人	syn	syn-len4-b08-20260718
罄竹難書	擢髮難數	syn	syn-len4-b08-20260718
良辰吉日	黃道吉日	syn	syn-len4-b08-20260718
就地正法	槍決	syn	syn-len4-b08-20260718
手足情深	情同手足	syn	syn-len4-b08-20260718
遺憾終生	抱憾終生	syn	syn-len4-b08-20260718
顏面掃地	名譽掃地	syn	syn-len4-b08-20260718
公共電話	公用電話	syn	syn-len4-b08-20260718
從頭做起	從頭開始	syn	syn-len4-b08-20260718
比翼齊飛	比翼雙飛	syn	syn-len4-b08-20260718
瞭若指掌	瞭如指掌	syn	syn-len4-b08-20260718
佛門弟子	佛家弟子	syn	syn-len4-b08-20260718
山巒起伏	層巒疊嶂	syn	syn-len4-b08-20260718
研磨材料	磨料	syn	syn-len4-b08-20260718
萬夫莫敵	萬夫不當	syn	syn-len4-b08-20260718
陶冶性情	陶冶情操	syn	syn-len4-b08-20260718
一桿進洞	一桿入洞	syn	syn-len4-b08-20260718
天塌地陷	天崩地裂	syn	syn-len4-b08-20260718
火急火燎	心急火燎	syn	syn-len4-b08-20260718
炎性反應	炎症	syn	syn-len4-b08-20260718
羞於啓齒	難以啓齒	syn	syn-len4-b08-20260718
萬全之策	萬全之計	syn	syn-len4-b08-20260718
香味撲鼻	異香撲鼻	syn	syn-len4-b08-20260718
一時三刻	一時半會	syn	syn-len4-b08-20260718
幡然悔悟	翻然悔悟	syn	syn-len4-b08-20260718
當耳邊風	耳邊風	syn	syn-len4-b08-20260718
禁慾主義	禁慾	syn	syn-len4-b08-20260718
同出一轍	如出一轍	syn	syn-len4-b08-20260718
廢銅爛鐵	破銅爛鐵	syn	syn-len4-b08-20260718
恃強凌弱	仗勢欺人	syn	syn-len4-b08-20260718
日月如梭	光陰荏苒	syn	syn-len4-b08-20260718
氣象學家	氣象學者	syn	syn-len4-b08-20260718
野外工作	田野工作	syn	syn-len4-b08-20260718
難以抹去	揮之不去	syn	syn-len4-b08-20260718
威震天下	威震八方	syn	syn-len4-b08-20260718
富得流油	腰纏萬貫	syn	syn-len4-b08-20260718
滑雪運動	滑雪	syn	syn-len4-b08-20260718
滿打滿算	充其量	syn	syn-len4-b08-20260718
茫然若失	若有所失	syn	syn-len4-b08-20260718
嗜酒如命	嗜酒成性	syn	syn-len4-b08-20260718
學習刻苦	刻苦學習	syn	syn-len4-b08-20260718
永無寧日	家無寧日	syn	syn-len4-b08-20260718
海關人員	海關官員	syn	syn-len4-b08-20260718
處事原則	處世原則	syn	syn-len4-b08-20260718
財運亨通	財源廣進	syn	syn-len4-b08-20260718
逛來逛去	遊逛	syn	syn-len4-b08-20260718
值回票價	值曬票價	syn	syn-len4-b08-20260718
天理難容	天理不容	syn	syn-len4-b08-20260718
官僚作風	官僚主義	syn	syn-len4-b08-20260718
性命攸關	生死攸關	syn	syn-len4-b08-20260718
操勞過度	勞累過度	syn	syn-len4-b08-20260718
桃色新聞	緋聞	syn	syn-len4-b08-20260718
一無所得	一無所獲	syn	syn-len4-b08-20260718
分辨是非	明辨是非	syn	syn-len4-b08-20260718
劈波斬浪	乘風破浪	syn	syn-len4-b08-20260718
吱吱喳喳	嘰嘰喳喳	syn	syn-len4-b08-20260718
心臟衰竭	心力衰竭	syn	syn-len4-b08-20260718
戴罪立功	帶罪立功	syn	syn-len4-b08-20260718
敢作敢當	敢作敢為	syn	syn-len4-b08-20260718
生肖屬相	生肖	syn	syn-len4-b08-20260718
野戰部隊	野戰軍	syn	syn-len4-b08-20260718
慘遭毒手	慘遭殺害	syn	syn-len4-b08-20260718
按步就班	按部就班	syn	syn-len4-b08-20260718
神態自若	泰然自若	syn	syn-len4-b08-20260718
自成一格	自成一家	syn	syn-len4-b08-20260718
不分伯仲	不相伯仲	syn	syn-len4-b08-20260718
經驗老到	老練	syn	syn-len4-b08-20260718
老神在在	泰然自得	syn	syn-len4-b08-20260718
自食惡果	自食其果	syn	syn-len4-b08-20260718
一決勝負	一決雌雄	syn	syn-len4-b08-20260718
互相切磋	切磋琢磨	syn	syn-len4-b08-20260718
凌雲壯志	壯志凌雲	syn	syn-len4-b08-20260718
大吐苦水	吐苦水	syn	syn-len4-b08-20260718
死不要臉	厚顏無恥	syn	syn-len4-b08-20260718
白費心機	枉費心機	syn	syn-len4-b08-20260718
自知理虧	理虧心虛	syn	syn-len4-b08-20260718
公民投票	公投	syn	syn-len4-b08-20260718
勒緊褲帶	節衣縮食	syn	syn-len4-b08-20260718
去粗取精	去蕪存菁	syn	syn-len4-b08-20260718
如箭在弦	箭在弦上	syn	syn-len4-b08-20260718
才華洋溢	才華橫溢	syn	syn-len4-b08-20260718
拉拉隊員	啦啦隊員	syn	syn-len4-b08-20260718
榮譽獎章	勳章	syn	syn-len4-b08-20260718
秋後算帳	秋後算賬	syn	syn-len4-b08-20260718
第六感覺	第六感	syn	syn-len4-b08-20260718
糊糊塗塗	稀裏糊塗	syn	syn-len4-b08-20260718
豐功偉業	豐功偉績	syn	syn-len4-b08-20260718
不可想像	難以想像	syn	syn-len4-b08-20260718
固體物質	固體	syn	syn-len4-b08-20260718
威懾力量	威懾	syn	syn-len4-b08-20260718
爬山涉水	跋山涉水	syn	syn-len4-b08-20260718
粗聲粗氣	粗聲大氣	syn	syn-len4-b08-20260718
起居飲食	飲食起居	syn	syn-len4-b08-20260718
出口傷人	惡語傷人	syn	syn-len4-b08-20260718
國內戰爭	內戰	syn	syn-len4-b08-20260718
坐立難安	坐立不安	syn	syn-len4-b08-20260718
支出費用	開支	syn	syn-len4-b08-20260718
好景不常	好景不長	syn	syn-len4-b08-20260718
患難之交	患難與共	syn	syn-len4-b08-20260718
立體交叉	立交橋	syn	syn-len4-b08-20260718
食慾不佳	食慾不振	syn	syn-len4-b08-20260718
駕鶴西去	駕鶴西歸	syn	syn-len4-b08-20260718
一望無邊	一望無際	syn	syn-len4-b08-20260718
人中之龍	人中龍鳳	syn	syn-len4-b08-20260718
作賤自己	作踐	syn	syn-len4-b08-20260718
呵呵大笑	哈哈大笑	syn	syn-len4-b08-20260718
子孫滿堂	兒孫滿堂	syn	syn-len4-b08-20260718
平等待遇	公平待遇	syn	syn-len4-b08-20260718
惹人注意	引人注目	syn	syn-len4-b08-20260718
瑣瑣碎碎	瑣碎	syn	syn-len4-b08-20260718
點到即止	適可而止	syn	syn-len4-b08-20260718
成何體統	不成體統	syn	syn-len4-b08-20260718
毫無效果	無濟於事	syn	syn-len4-b08-20260718
結束工作	收工	syn	syn-len4-b08-20260718
江湖騙子	騙子	syn	syn-len4-b08-20260718
戰鬥意志	鬥志	syn	syn-len4-b08-20260718
一時一刻	一時半會	syn	syn-len4-b08-20260718
參考材料	參考文獻	syn	syn-len4-b08-20260718
延期付款	緩期付款	syn	syn-len4-b08-20260718
自毀長城	自掘墳墓	syn	syn-len4-b09-20260718
色情行業	性產業	syn	syn-len4-b09-20260718
行動自如	來去自如	syn	syn-len4-b09-20260718
連體嬰兒	連體嬰	syn	syn-len4-b09-20260718
避實就虛	避重就輕	syn	syn-len4-b09-20260718
傻頭傻腦	傻裏傻氣	syn	syn-len4-b09-20260718
凸版印刷	凸版	syn	syn-len4-b09-20260718
獨資經營	獨資	syn	syn-len4-b09-20260718
臨界狀態	臨界	syn	syn-len4-b09-20260718
造船工業	造船業	syn	syn-len4-b09-20260718
風光明媚	山明水秀	syn	syn-len4-b09-20260718
一來一往	有來有往	syn	syn-len4-b09-20260718
不勝唏噓	感慨萬千	syn	syn-len4-b09-20260718
彎腰駝背	駝背	syn	syn-len4-b09-20260718
無冤無仇	無仇無怨	syn	syn-len4-b09-20260718
生理時鐘	生物鐘	syn	syn-len4-b09-20260718
窮奢極欲	窮奢極侈	syn	syn-len4-b09-20260718
臭不可聞	臭氣熏天	syn	syn-len4-b09-20260718
追本溯源	追根溯源	syn	syn-len4-b09-20260718
布爾喬亞	資產階級	syn	syn-len4-b09-20260718
死而復活	死而復生	syn	syn-len4-b09-20260718
無補於事	無濟於事	syn	syn-len4-b09-20260718
病毒營銷	病毒式營銷	syn	syn-len4-b09-20260718
靜脈點滴	點滴	syn	syn-len4-b09-20260718
三度空間	三維	syn	syn-len4-b09-20260718
傳家之寶	傳家寶	syn	syn-len4-b09-20260718
未刪節版	全本	syn	syn-len4-b09-20260718
泛泛之交	點頭之交	syn	syn-len4-b09-20260718
儀態萬千	儀態萬方	syn	syn-len4-b09-20260718
大傷元氣	元氣大傷	syn	syn-len4-b09-20260718
悶聲不響	默不作聲	syn	syn-len4-b09-20260718
排起長隊	大排長龍	syn	syn-len4-b09-20260718
瀕臨絕種	瀕危	syn	syn-len4-b09-20260718
無處容身	無處可逃	syn	syn-len4-b09-20260718
盡釋前嫌	冰釋前嫌	syn	syn-len4-b09-20260718
老而彌堅	老當益壯	syn	syn-len4-b09-20260718
腦滿腸肥	大腹便便	syn	syn-len4-b09-20260718
販賣人口	人口販賣	syn	syn-len4-b09-20260718
無心之過	無心之失	syn	syn-len4-b09-20260718
花心蘿蔔	花心	syn	syn-len4-b09-20260718
虛席以待	虛位以待	syn	syn-len4-b09-20260718
長此下去	長此以往	syn	syn-len4-b09-20260718
使用數量	用量	syn	syn-len4-b09-20260718
來去無蹤	無影無蹤	syn	syn-len4-b09-20260718
國定假日	公眾假期	syn	syn-len4-b09-20260718
幾可亂真	以假亂真	syn	syn-len4-b09-20260718
心神恍惚	神思恍惚	syn	syn-len4-b09-20260718
正三角形	等邊三角形	syn	syn-len4-b09-20260718
蛇鼠一窩	一丘之貉	syn	syn-len4-b09-20260718
進退失據	進退維谷	syn	syn-len4-b09-20260718
雄心萬丈	雄心壯志	syn	syn-len4-b09-20260718
一片丹心	赤膽忠心	syn	syn-len4-b09-20260718
中古世紀	中世紀	syn	syn-len4-b09-20260718
有心人士	有心人	syn	syn-len4-b09-20260718
消聲匿跡	銷聲匿跡	syn	syn-len4-b09-20260718
難分高下	不相上下	syn	syn-len4-b09-20260718
難逃法網	法網難逃	syn	syn-len4-b09-20260718
惡名昭彰	聲名狼藉	syn	syn-len4-b09-20260718
挑肥揀瘦	挑三揀四	syn	syn-len4-b09-20260718
芝麻小事	雞毛蒜皮	syn	syn-len4-b09-20260718
蜚聲國際	蜚聲海外	syn	syn-len4-b09-20260718
雨過天青	雨過天晴	syn	syn-len4-b09-20260718
官僚政治	官僚主義	syn	syn-len4-b09-20260718
獨樹一格	獨樹一幟	syn	syn-len4-b09-20260718
百米賽跑	百米	syn	syn-len4-b09-20260718
不吭一聲	一言不發	syn	syn-len4-b09-20260718
佳偶天成	天作之合	syn	syn-len4-b09-20260718
停車位置	停車位	syn	syn-len4-b09-20260718
加速踏板	油門	syn	syn-len4-b09-20260718
合成代謝	同化作用	syn	syn-len4-b09-20260718
感激萬分	感激不盡	syn	syn-len4-b09-20260718
磕磕巴巴	結結巴巴	syn	syn-len4-b09-20260718
神經失常	精神失常	syn	syn-len4-b09-20260718
能言善道	能言善辯	syn	syn-len4-b09-20260718
自嘆弗如	自愧不如	syn	syn-len4-b09-20260718
蒸騰作用	蒸騰	syn	syn-len4-b09-20260718
藐視一切	目空一切	syn	syn-len4-b09-20260718
螳臂擋車	螳臂當車	syn	syn-len4-b09-20260718
親臨其境	身臨其境	syn	syn-len4-b09-20260718
鬥智鬥力	鬥智鬥勇	syn	syn-len4-b09-20260718
各不相讓	互不相讓	syn	syn-len4-b09-20260718
展露頭角	嶄露頭角	syn	syn-len4-b09-20260718
正合我意	正中下懷	syn	syn-len4-b09-20260718
自視清高	自命清高	syn	syn-len4-b09-20260718
反射作用	反射	syn	syn-len4-b09-20260718
官復原職	復職	syn	syn-len4-b09-20260718
平方公尺	平方米	syn	syn-len4-b09-20260718
放射防護	輻射防護	syn	syn-len4-b09-20260718
歲月如流	光陰似箭	syn	syn-len4-b09-20260718
歸納推理	歸納法	syn	syn-len4-b09-20260718
別有韻味	別有風味	syn	syn-len4-b09-20260718
外交代表	外交使節	syn	syn-len4-b09-20260718
寓意深遠	意味深長	syn	syn-len4-b09-20260718
性命不保	命懸一線	syn	syn-len4-b09-20260718
有鑑於此	有鑒於此	syn	syn-len4-b09-20260718
未置可否	不置可否	syn	syn-len4-b09-20260718
火災保險	火險	syn	syn-len4-b09-20260718
酌情處理	酌情辦理	syn	syn-len4-b09-20260718
排除異己	排斥異己	syn	syn-len4-b09-20260718
歷久常新	歷久彌新	syn	syn-len4-b09-20260718
歷盡艱難	歷盡艱辛	syn	syn-len4-b09-20260718
氣喘如牛	氣喘吁吁	syn	syn-len4-b09-20260718
芙蓉出水	出水芙蓉	syn	syn-len4-b09-20260718
貽害無窮	遺害無窮	syn	syn-len4-b09-20260718
震顫麻痹	帕金森病	syn	syn-len4-b09-20260718
倒買倒賣	投機倒把	syn	syn-len4-b09-20260718
吸毒成癮	毒癮	syn	syn-len4-b09-20260718
和平條約	和約	syn	syn-len4-b09-20260718
慣性作用	慣性	syn	syn-len4-b09-20260718
拉皮手術	拉皮	syn	syn-len4-b09-20260718
爆玉米花	爆米花	syn	syn-len4-b09-20260718
片面之詞	一面之詞	syn	syn-len4-b09-20260718
致富之道	生財之道	syn	syn-len4-b09-20260718
遠近馳名	聞名遐邇	syn	syn-len4-b09-20260718
七彩繽紛	五彩繽紛	syn	syn-len4-b09-20260718
付諸流水	付諸東流	syn	syn-len4-b09-20260718
夕陽產業	夕陽工業	syn	syn-len4-b09-20260718
多姿多采	多姿多彩	syn	syn-len4-b09-20260718
天搖地動	天崩地裂	syn	syn-len4-b09-20260718
妊娠試驗	驗孕	syn	syn-len4-b09-20260718
怒目相向	怒目而視	syn	syn-len4-b09-20260718
欺善怕惡	欺軟怕硬	syn	syn-len4-b09-20260718
盤尼西林	青黴素	syn	syn-len4-b09-20260718
結紮手術	結紮	syn	syn-len4-b09-20260718
一舉兩得	一箭雙鵰	syn	syn-len4-b09-20260718
上上之策	上策	syn	syn-len4-b09-20260718
史前時代	史前	syn	syn-len4-b09-20260718
如此類推	以此類推	syn	syn-len4-b09-20260718
少之又少	寥寥無幾	syn	syn-len4-b09-20260718
從寬處理	從輕發落	syn	syn-len4-b09-20260718
心知肚明	心裏有數	syn	syn-len4-b09-20260718
揮霍浪費	揮金如土	syn	syn-len4-b09-20260718
緩衝地帶	緩衝區	syn	syn-len4-b09-20260718
莞爾一笑	嫣然一笑	syn	syn-len4-b09-20260718
視如己出	視同己出	syn	syn-len4-b09-20260718
言下之意	言外之意	syn	syn-len4-b09-20260718
農事活動	農事	syn	syn-len4-b09-20260718
逼於無奈	迫於無奈	syn	syn-len4-b09-20260718
關你鬼事	關你屁事	syn	syn-len4-b09-20260718
文武兼備	文武雙全	syn	syn-len4-b09-20260718
聚變反應	核聚變	syn	syn-len4-b09-20260718
進行性交	性交	syn	syn-len4-b09-20260718
邪魔外道	旁門左道	syn	syn-len4-b09-20260718
醫療經驗	臨牀經驗	syn	syn-len4-b09-20260718
千斤重擔	重任	syn	syn-len4-b09-20260718
越幫越忙	幫倒忙	syn	syn-len4-b09-20260718
上揚趨勢	升勢	syn	syn-len4-b09-20260718
刑事法庭	刑庭	syn	syn-len4-b09-20260718
中控面板	控制板	syn	syn-len4-b09-20260718
中古時代	中世紀	syn	syn-len4-b09-20260718
初露頭角	嶄露頭角	syn	syn-len4-b09-20260718
銅管樂器	銅管樂	syn	syn-len4-b10-20260718
一般常識	常識	syn	syn-len4-b10-20260718
人力車夫	車夫	syn	syn-len4-b10-20260718
十字街口	十字路口	syn	syn-len4-b10-20260718
地下鐵路	地鐵	syn	syn-len4-b10-20260718
甲骨文字	甲骨文	syn	syn-len4-b10-20260718
間接證據	旁證	syn	syn-len4-b10-20260718
七言律詩	七律	syn	syn-len4-b10-20260718
上天無路	走投無路	syn	syn-len4-b10-20260718
五言絕句	五絕	syn	syn-len4-b10-20260718
低迷不振	萎靡不振	syn	syn-len4-b10-20260718
何足掛齒	不足掛齒	syn	syn-len4-b10-20260718
年度大會	年會	syn	syn-len4-b10-20260718
怵目驚心	觸目驚心	syn	syn-len4-b10-20260718
捅馬蜂窩	自找麻煩	syn	syn-len4-b10-20260718
行個方便	通融	syn	syn-len4-b10-20260718
賬房先生	賬房	syn	syn-len4-b10-20260718
軍事學校	軍校	syn	syn-len4-b10-20260718
霹靂啪啦	劈啪	syn	syn-len4-b10-20260718
首映典禮	首映式	syn	syn-len4-b10-20260718
分解作用	分解	syn	syn-len4-b10-20260718
反璞歸真	返璞歸真	syn	syn-len4-b10-20260718
望而興嘆	望洋興嘆	syn	syn-len4-b10-20260718
神色自若	泰然自若	syn	syn-len4-b10-20260718
頭昏目眩	頭暈目眩	syn	syn-len4-b10-20260718
倉皇出逃	落荒而逃	syn	syn-len4-b10-20260718
入門課程	入門	syn	syn-len4-b10-20260718
如火如茶	如火如荼	syn	syn-len4-b10-20260718
密切相連	息息相關	syn	syn-len4-b10-20260718
獨攬大權	大權獨攬	syn	syn-len4-b10-20260718
身負重任	重任	syn	syn-len4-b10-20260718
不值一文	一文不值	syn	syn-len4-b10-20260718
五言律詩	五律	syn	syn-len4-b10-20260718
交變電流	交流電	syn	syn-len4-b10-20260718
人贓俱獲	人贓並獲	syn	syn-len4-b10-20260718
大氣壓強	大氣壓	syn	syn-len4-b10-20260718
排泄系統	排泄	syn	syn-len4-b10-20260718
獨裁政權	獨裁	syn	syn-len4-b10-20260718
琴瑟和鳴	伉儷情深	syn	syn-len4-b10-20260718
絕食抗議	絕食	syn	syn-len4-b10-20260718
鏡像站點	鏡像	syn	syn-len4-b10-20260718
伽瑪射線	伽馬射線	syn	syn-len4-b10-20260718
升斗小民	小民	syn	syn-len4-b10-20260718
拖延戰術	拖延	syn	syn-len4-b10-20260718
紫外線光	紫外線	syn	syn-len4-b10-20260718
身歷其境	身臨其境	syn	syn-len4-b10-20260718
銅器時代	青銅時代	syn	syn-len4-b10-20260718
一般情形	一般狀況	syn	syn-len4-b10-20260718
加足馬力	開足馬力	syn	syn-len4-b10-20260718
另眼相待	另眼相看	syn	syn-len4-b10-20260718
妙想天開	異想天開	syn	syn-len4-b10-20260718
心存不滿	心懷不滿	syn	syn-len4-b10-20260718
排列次序	次序	syn	syn-len4-b10-20260718
落落寡歡	悶悶不樂	syn	syn-len4-b10-20260718
貴族身份	貴族	syn	syn-len4-b10-20260718
輿論調查	民意調查	syn	syn-len4-b10-20260718
保持原貌	原封不動	syn	syn-len4-b10-20260718
公共假期	公眾假期	syn	syn-len4-b10-20260718
共和政體	共和制	syn	syn-len4-b10-20260718
慎重其事	慎重	syn	syn-len4-b10-20260718
濫伐林木	濫砍濫伐	syn	syn-len4-b10-20260718
究其根源	追根究底	syn	syn-len4-b10-20260718
肝膽俱裂	心膽俱裂	syn	syn-len4-b10-20260718
違禁藥品	禁藥	syn	syn-len4-b10-20260718
人道精神	人道主義	syn	syn-len4-b10-20260718
地靈人傑	人傑地靈	syn	syn-len4-b10-20260718
橫幅標語	橫幅	syn	syn-len4-b10-20260718
細微末節	細枝末節	syn	syn-len4-b10-20260718
罪不可赦	十惡不赦	syn	syn-len4-b10-20260718
良家女子	良家婦女	syn	syn-len4-b10-20260718
魂飛天外	魂飛魄散	syn	syn-len4-b10-20260718
魚肉百姓	魚肉鄉裏	syn	syn-len4-b10-20260718
互有勝負	不相上下	syn	syn-len4-b10-20260718
互致問候	寒暄	syn	syn-len4-b10-20260718
代罪羔羊	替罪羊	syn	syn-len4-b10-20260718
同盟條約	盟約	syn	syn-len4-b10-20260718
多嘴多舌	多嘴	syn	syn-len4-b10-20260718
失信於人	失信	syn	syn-len4-b10-20260718
有失身份	有失體統	syn	syn-len4-b10-20260718
眉目清秀	眉清目秀	syn	syn-len4-b10-20260718
避避風頭	避風頭	syn	syn-len4-b10-20260718
黑白不分	不分皂白	syn	syn-len4-b10-20260718
侵蝕作用	侵蝕	syn	syn-len4-b10-20260718
四輪馬車	馬車	syn	syn-len4-b10-20260718
尋根問底	追根究底	syn	syn-len4-b10-20260718
虧本出售	虧本	syn	syn-len4-b10-20260718
逗人喜愛	討人喜歡	syn	syn-len4-b10-20260718
陰陰沉沉	陰沉沉	syn	syn-len4-b10-20260718
不急不徐	不慌不忙	syn	syn-len4-b10-20260718
傀儡政權	傀儡政府	syn	syn-len4-b10-20260718
慷慨就義	從容就義	syn	syn-len4-b10-20260718
鬧鈴時鐘	鬧鐘	syn	syn-len4-b10-20260718
了無新意	陳腔濫調	syn	syn-len4-b10-20260718
加冕典禮	加冕	syn	syn-len4-b10-20260718
寬宏大度	寬宏大量	syn	syn-len4-b10-20260718
深耕細作	精耕細作	syn	syn-len4-b10-20260718
苦難深重	水深火熱	syn	syn-len4-b10-20260718
各執己見	各持己見	syn	syn-len4-b10-20260718
專心一意	專心致志	syn	syn-len4-b10-20260718
滅門之禍	家破人亡	syn	syn-len4-b10-20260718
窮於應付	應接不暇	syn	syn-len4-b10-20260718
身心交瘁	心力交瘁	syn	syn-len4-b10-20260718
魯莽行事	輕舉妄動	syn	syn-len4-b10-20260718
動刀動槍	動武	syn	syn-len4-b10-20260718
參差錯落	參差不齊	syn	syn-len4-b10-20260718
歸根究底	歸根結底	syn	syn-len4-b10-20260718
獨身生活	獨身	syn	syn-len4-b10-20260718
行蹤不明	下落不明	syn	syn-len4-b10-20260718
觀察入微	明察秋毫	syn	syn-len4-b10-20260718
另有企圖	別有用心	syn	syn-len4-b10-20260718
名聲遠播	聲名遠播	syn	syn-len4-b10-20260718
好事之徒	好事者	syn	syn-len4-b10-20260718
拉拉隊長	啦啦隊長	syn	syn-len4-b10-20260718
輕巧方便	輕便	syn	syn-len4-b10-20260718
養身之道	養生之道	syn	syn-len4-b10-20260718
委委屈屈	委屈	syn	syn-len4-b10-20260718
求才若渴	求賢若渴	syn	syn-len4-b10-20260718
無機可乘	無隙可乘	syn	syn-len4-b10-20260718
靈犀相通	心有靈犀	syn	syn-len4-b10-20260718
不得其法	不得要領	syn	syn-len4-b10-20260718
人財兩失	人財兩空	syn	syn-len4-b10-20260718
歷久彌堅	歷久不衰	syn	syn-len4-b10-20260718
用盡心機	費盡心機	syn	syn-len4-b10-20260718
區區小事	芝麻小事	syn	syn-len4-b10-20260718
博學多聞	博學多才	syn	syn-len4-b10-20260718
大塊朵頤	大快朵頤	syn	syn-len4-b10-20260718
年深日久	天長日久	syn	syn-len4-b10-20260718
恍然醒悟	恍然大悟	syn	syn-len4-b10-20260718
棋逢敵手	棋逢對手	syn	syn-len4-b10-20260718
氣象報告	天氣預報	syn	syn-len4-b10-20260718
空中格鬥	空戰	syn	syn-len4-b10-20260718
魔術方塊	魔方	syn	syn-len4-b10-20260718
放浪不羈	放蕩不羈	syn	syn-len4-b10-20260718
棄惡從善	改邪歸正	syn	syn-len4-b10-20260718
欲振乏力	有心無力	syn	syn-len4-b10-20260718
龍袍加身	黃袍加身	syn	syn-len4-b10-20260718
一窺究竟	一探究竟	syn	syn-len4-b10-20260718
分文不值	一文不值	syn	syn-len4-b10-20260718
平等主義	平均主義	syn	syn-len4-b10-20260718
伉儷情深	鶼鰈情深	syn	syn-len4-b10-20260718
品格高尚	高尚	syn	syn-len4-b10-20260718
打定主意	下定決心	syn	syn-len4-final-audit-20260718
國外貿易	國際貿易	syn	syn-len4-final-audit-20260718
濛濛細雨	毛毛雨	syn	syn-len4-final-audit-20260718
中小企業	中小企	syn	syn-len4-final-audit-20260718
由此可見	由此可知	syn	syn-len4-final-audit-20260718
時過境遷	事過境遷	syn	syn-len4-final-audit-20260718
深藏不露	深藏若虛	syn	syn-len4-final-audit-20260718
浪子回頭	迷途知返	syn	syn-len4-final-audit-20260718
見好就收	適可而止	syn	syn-len4-final-audit-20260718
海峽兩岸	兩岸	syn	syn-len4-final-audit-20260718
找不自在	自找苦吃	syn	syn-len4-final-audit-20260718
門牌號碼	門牌	syn	syn-len4-final-audit-20260718
川流不息	絡繹不絕	syn	syn-len4-final-audit-20260718
無藥可救	不可救藥	syn	syn-len4-reaudit-20260719
倒背如流	滾瓜爛熟	syn	syn-len4-reaudit-20260719
自相殘殺	同類相殘	syn	syn-len4-reaudit-20260719
反覆思量	思前想後	syn	syn-len4-reaudit-20260719
體外受精	試管受孕	syn	syn-len4-reaudit-20260719
