literal	pos	family	voice	note	source	confidence
戰略性	u			no-source	fallback	low
擦拭	u			no-source	fallback	low
曝	u			no-source	fallback	low
溢價	u			no-source	fallback	low
王朔	u			no-source	fallback	low
請與	u			no-source	fallback	low
遠遠超過	u			no-source	fallback	low
閔	u			no-source	fallback	low
隨心所欲	v			cow-single	cow	medium
上還	u			no-source	fallback	low
並不一定	u			no-source	fallback	low
全球通	u			no-source	fallback	low
分層	n			cow-single	cow	medium
剛剛開始	u			no-source	fallback	low
十屆	u			no-source	fallback	low
又名	u			no-source	fallback	low
毛錢	u			no-source	fallback	low
申明	u			no-source	fallback	low
發信息	u			no-source	fallback	low
編譯器	u			no-source	fallback	low
老三	u			no-source	fallback	low
託運	v			cow-single	cow	medium
調料	u			no-source	fallback	low
豆子	u			no-source	fallback	low
不敢相信	u			no-source	fallback	low
令他	u			no-source	fallback	low
公共衛生	u			no-source	fallback	low
套現	u			no-source	fallback	low
很煩	u			no-source	fallback	low
徵文	u			no-source	fallback	low
懶人	u			no-source	fallback	low
房產證	u			no-source	fallback	low
捐獻	n,v			cow-multi	cow	medium
教研室	u			no-source	fallback	low
海賊王	u			no-source	fallback	low
燒香	u			no-source	fallback	low
社會生活	u			no-source	fallback	low
第一頁	u			no-source	fallback	low
籌集	v			cow-single	cow	medium
統計局	u			no-source	fallback	low
總隊	u			no-source	fallback	low
臺海	u			no-source	fallback	low
與她	u			no-source	fallback	low
迄今爲止	u			no-source	fallback	low
銀川	u			no-source	fallback	low
一個勁	u			no-source	fallback	low
三鹿	u			no-source	fallback	low
之感	u			no-source	fallback	low
作曲	v			cow-single	cow	medium
偏遠	u			no-source	fallback	low
出席會議	u			no-source	fallback	low
好久沒有	u			no-source	fallback	low
如玉	u			no-source	fallback	low
所載	u			no-source	fallback	low
會晤	n,v			cow-multi	cow	medium
油菜	u			no-source	fallback	low
營業額	u			no-source	fallback	low
科技園	u			no-source	fallback	low
緊跟	u			no-source	fallback	low
訪華	u			no-source	fallback	low
調製	u			no-source	fallback	low
鎂	n			cow-single	cow	medium
雖是	u			no-source	fallback	low
不感興趣	u			no-source	fallback	low
任何時候	u			no-source	fallback	low
刀子	n			cow-single	cow	medium
李寧	u			no-source	fallback	low
經濟實力	u			no-source	fallback	low
縣級以上	u			no-source	fallback	low
跪在	u			no-source	fallback	low
鋪設	u			no-source	fallback	low
開發利用	u			no-source	fallback	low
麥子	u			no-source	fallback	low
一致性	n			cow-single	cow	medium
卻讓	u			no-source	fallback	low
四個字	u			no-source	fallback	low
微星	u			no-source	fallback	low
愛自己	u			no-source	fallback	low
投資價值	u			no-source	fallback	low
發表文章	u			no-source	fallback	low
突然覺得	u			no-source	fallback	low
綜合素質	u			no-source	fallback	low
詞庫	u			no-source	fallback	low
輕信	v			cow-single	cow	medium
集訓	u			no-source	fallback	low
不搞	u			no-source	fallback	low
交通銀行	u			no-source	fallback	low
伴着	u			no-source	fallback	low
優先級	u			no-source	fallback	low
勳	u			no-source	fallback	low
周潤發	u			no-source	fallback	low
壓縮包	u			no-source	fallback	low
天後	u			no-source	fallback	low
寫手	u			no-source	fallback	low
寶安	u			no-source	fallback	low
後將	u			no-source	fallback	low
復位	u			no-source	fallback	low
撞到	u			no-source	fallback	low
淮	u			no-source	fallback	low
熟知	u			no-source	fallback	low
物價局	u			no-source	fallback	low
第六章	u			no-source	fallback	low
糞便	n			cow-single	cow	medium
要被	u			no-source	fallback	low
迅馳	u			no-source	fallback	low
迴音	n			cow-single	cow	medium
阿曼	u			no-source	fallback	low
一體機	u			no-source	fallback	low
兩廂	u			no-source	fallback	low
大旗	u			no-source	fallback	low
大連市	u			no-source	fallback	low
存入	u			no-source	fallback	low
審定	u			no-source	fallback	low
小樓	u			no-source	fallback	low
浙江大學	n			len4-noun-heuristic	heuristic	medium
的風	u			no-source	fallback	low
第一場	u			no-source	fallback	low
諮詢服務	n			len4-noun-heuristic	heuristic	medium
謹	u			no-source	fallback	low
開具	u			no-source	fallback	low
騙了	u			no-source	fallback	low
不是嗎	u			no-source	fallback	low
中英文	u			no-source	fallback	low
債權人	u			no-source	fallback	low
女同學	u			no-source	fallback	low
實務	u			no-source	fallback	low
年代初	u			no-source	fallback	low
摸着	u			no-source	fallback	low
早盤	u			no-source	fallback	low
時也	u			no-source	fallback	low
珊瑚蟲	n			cow-single	cow	medium
美圖	u			no-source	fallback	low
辦公桌	u			no-source	fallback	low
遠景	n			cow-single	cow	medium
上海大衆	u			no-source	fallback	low
之列	u			no-source	fallback	low
基金管理	u			no-source	fallback	low
娛	u			no-source	fallback	low
技術研究	u			no-source	fallback	low
控制檯	u			no-source	fallback	low
散發出	u			no-source	fallback	low
有人認爲	u			no-source	fallback	low
每種	u			no-source	fallback	low
浦發	u			no-source	fallback	low
發展過程	u			no-source	fallback	low
盈利能力	u			no-source	fallback	low
礦井	n			cow-single	cow	medium
簡體中文	u			no-source	fallback	low
老牛	u			no-source	fallback	low
進行調查	u			no-source	fallback	low
金髮	u			no-source	fallback	low
雖不	u			no-source	fallback	low
雨中	u			no-source	fallback	low
三個代表	u			no-source	fallback	low
信息發佈	u			no-source	fallback	low
十六屆	u			no-source	fallback	low
安全套	n			cow-single	cow	medium
心眼	u			no-source	fallback	low
校園裏	u			no-source	fallback	low
歸結	v			cow-single	cow	medium
河西	u			no-source	fallback	low
洗乾淨	u			no-source	fallback	low
盪漾	u			no-source	fallback	low
看着你	u			no-source	fallback	low
科技發展	u			no-source	fallback	low
組圖	u			no-source	fallback	low
聚聚	u			no-source	fallback	low
舊金山	u			no-source	fallback	low
複雜性	u			no-source	fallback	low
買什麼	u			no-source	fallback	low
過硬	u			no-source	fallback	low
電極	n			cow-single	cow	medium
侷限性	n			cow-single	cow	medium
冠軍盃	u			no-source	fallback	low
功放	u			no-source	fallback	low
在工作中	u			no-source	fallback	low
地下水	n			cow-single	cow	medium
多種形式	u			no-source	fallback	low
好漂亮	u			no-source	fallback	low
寄存器	u			no-source	fallback	low
富婆	u			no-source	fallback	low
小企業	u			no-source	fallback	low
庫房	n			cow-single	cow	medium
建築師	n			cow-single	cow	medium
德行	u			no-source	fallback	low
戰國	u			no-source	fallback	low
托盤	n			cow-single	cow	medium
投資項目	u			no-source	fallback	low
文案	u			no-source	fallback	low
昕	u			no-source	fallback	low
沒變	u			no-source	fallback	low
窗體	u			no-source	fallback	low
結交	n,v			cow-multi	cow	medium
腿上	u			no-source	fallback	low
臺商	u			no-source	fallback	low
象棋	u			no-source	fallback	low
部副	u			no-source	fallback	low
都看	u			no-source	fallback	low
首輪	u			no-source	fallback	low
一卡通	u			no-source	fallback	low
丸子	u			no-source	fallback	low
六個月	u			no-source	fallback	low
冰川	n			cow-single	cow	medium
央企	u			no-source	fallback	low
張某	u			no-source	fallback	low
架設	u			no-source	fallback	low
檢察官	u			no-source	fallback	low
濱江	u			no-source	fallback	low
發電機	n			cow-single	cow	medium
科技進步	u			no-source	fallback	low
美容院	n			cow-single	cow	medium
西部地區	n			len4-noun-heuristic	heuristic	medium
試論	u			no-source	fallback	low
那個男人	u			no-source	fallback	low
不可能的	u			no-source	fallback	low
不斷發展	u			no-source	fallback	low
住進	u			no-source	fallback	low
俗話說	u			no-source	fallback	low
克林頓	u			no-source	fallback	low
墨跡	u			no-source	fallback	low
外灘	u			no-source	fallback	low
大關	u			no-source	fallback	low
如願	u			no-source	fallback	low
幹線	u			no-source	fallback	low
板材	u			no-source	fallback	low
歸於	u			no-source	fallback	low
潤滑油	n			cow-single	cow	medium
申請書	u			no-source	fallback	low
總有一天	u			no-source	fallback	low
能幫	u			no-source	fallback	low
躋身	u			no-source	fallback	low
配售	u			no-source	fallback	low
酒後	u			no-source	fallback	low
交易量	u			no-source	fallback	low
大容量	u			no-source	fallback	low
您也	u			no-source	fallback	low
所學校	u			no-source	fallback	low
街區	n			cow-single	cow	medium
謹防	u			no-source	fallback	low
踐踏	v			cow-single	cow	medium
轉載自	u			no-source	fallback	low
重大問題	n			len4-noun-heuristic	heuristic	medium
雙魚	u			no-source	fallback	low
保護區	u			no-source	fallback	low
宣泄	u			no-source	fallback	low
實事	u			no-source	fallback	low
物業公司	n			len4-noun-heuristic	heuristic	medium
眼霜	u			no-source	fallback	low
老劉	u			no-source	fallback	low
背離	v			cow-single	cow	medium
充值卡	u			no-source	fallback	low
具有良好	u			no-source	fallback	low
四個月	u			no-source	fallback	low
慘重	u			no-source	fallback	low
抓狂	u			no-source	fallback	low
樂山	u			no-source	fallback	low
發佈時間	u			no-source	fallback	low
省得	u			no-source	fallback	low
老哥	u			no-source	fallback	low
英文名	u			no-source	fallback	low
輪子	n			cow-single	cow	medium
遠古	u			no-source	fallback	low
那要	u			no-source	fallback	low
電話費	u			no-source	fallback	low
點位	u			no-source	fallback	low
也快	u			no-source	fallback	low
便有	u			no-source	fallback	low
受到影響	v		passive	prefix-passive	heuristic	medium
多做	u			no-source	fallback	low
應該可以	u			no-source	fallback	low
皮皮	u			no-source	fallback	low
範例	n			cow-single	cow	medium
講臺	u			no-source	fallback	low
長春市	u			no-source	fallback	low
難找	u			no-source	fallback	low
一直以爲	u			no-source	fallback	low
不足爲奇	u			no-source	fallback	low
刀具	u			no-source	fallback	low
升至	u			no-source	fallback	low
害我	u			no-source	fallback	low
專業性	u			no-source	fallback	low
專項整治	u			no-source	fallback	low
就找	u			no-source	fallback	low
撥款	n			cow-single	cow	medium
數碼產品	n			len4-noun-heuristic	heuristic	medium
文采	u			no-source	fallback	low
有意識	u			no-source	fallback	low
望京	u			no-source	fallback	low
林子	u			no-source	fallback	low
毛利率	u			no-source	fallback	low
爲情	u			no-source	fallback	low
爲零	u			no-source	fallback	low
看得到	u			no-source	fallback	low
研究者	u			no-source	fallback	low
社會和諧	u			no-source	fallback	low
被逼	v		passive	prefix-passive	heuristic	medium
赤裸裸	n,r			cow-multi	cow	medium
都江堰	u			no-source	fallback	low
一對一	u			no-source	fallback	low
不能接受	u			no-source	fallback	low
中介機構	n			len4-noun-heuristic	heuristic	medium
信息安全	n			len4-noun-heuristic	heuristic	medium
充分肯定	u			no-source	fallback	low
南大	u			no-source	fallback	low
去北京	u			no-source	fallback	low
可選擇	u			no-source	fallback	low
回頭看	u			no-source	fallback	low
女孩兒	n			cow-single	cow	medium
廣告位	u			no-source	fallback	low
承受能力	u			no-source	fallback	low
捷達	u			no-source	fallback	low
搬運	v			cow-single	cow	medium
普洱茶	u			no-source	fallback	low
無量	u			no-source	fallback	low
短時間	u			no-source	fallback	low
處女座	u			no-source	fallback	low
該做	u			no-source	fallback	low
說聲	u			no-source	fallback	low
調價	u			no-source	fallback	low
跑得	u			no-source	fallback	low
金銀	u			no-source	fallback	low
風機	u			no-source	fallback	low
價格戰	n			cow-single	cow	medium
增產	u			no-source	fallback	low
娘子	u			no-source	fallback	low
新聞中心	n			len4-noun-heuristic	heuristic	medium
求租	u			no-source	fallback	low
秦始皇	u			no-source	fallback	low
網站建設	u			no-source	fallback	low
薦	u			no-source	fallback	low
要等	u			no-source	fallback	low
亂了	u			no-source	fallback	low
唱着	u			no-source	fallback	low
據我	u			no-source	fallback	low
未登錄	u			no-source	fallback	low
殿堂	u			no-source	fallback	low
海棠	n			cow-single	cow	medium
滑坡	u			no-source	fallback	low
發揮作用	n			len4-noun-heuristic	heuristic	medium
研究會	u			no-source	fallback	low
管子	n			cow-single	cow	medium
級以上	u			no-source	fallback	low
給了他	u			no-source	fallback	low
謀劃	n			cow-single	cow	medium
買好	u			no-source	fallback	low
這在	u			no-source	fallback	low
這張專輯	u			no-source	fallback	low
鎮政府	u			no-source	fallback	low
魯尼	u			no-source	fallback	low
不負	u			no-source	fallback	low
九天	u			no-source	fallback	low
亞運會	u			no-source	fallback	low
人死亡	u			no-source	fallback	low
來接	u			no-source	fallback	low
哪邊	u			no-source	fallback	low
在新的	u			no-source	fallback	low
後才能	u			no-source	fallback	low
怎麼去	u			no-source	fallback	low
成色	u			no-source	fallback	low
換下	u			no-source	fallback	low
擦肩而過	u			no-source	fallback	low
月度	u			no-source	fallback	low
服藥	u			no-source	fallback	low
磨難	n			cow-single	cow	medium
突破口	u			no-source	fallback	low
籠子	n			cow-single	cow	medium
總體規劃	u			no-source	fallback	low
表達自己	u			no-source	fallback	low
調查結果	n			len4-noun-heuristic	heuristic	medium
農民增收	u			no-source	fallback	low
那種感覺	u			no-source	fallback	low
集錦	u			no-source	fallback	low
餐檯	u			no-source	fallback	low
三環	u			no-source	fallback	low
冠心病	n			cow-single	cow	medium
勞動法	u			no-source	fallback	low
大衣	n			cow-single	cow	medium
大都市	u			no-source	fallback	low
實爲	u			no-source	fallback	low
小公司	u			no-source	fallback	low
我的愛	u			no-source	fallback	low
誰又	u			no-source	fallback	low
賽道	n			cow-single	cow	medium
逼我	u			no-source	fallback	low
一年後	u			no-source	fallback	low
乳液	n			cow-single	cow	medium
佳佳	u			no-source	fallback	low
做大做強	u			no-source	fallback	low
南開	v			verb-suffix	heuristic	medium
卻能	u			no-source	fallback	low
大紅	u			no-source	fallback	low
忽忽	u			no-source	fallback	low
所愛	u			no-source	fallback	low
技術性	u			no-source	fallback	low
新媒體	u			no-source	fallback	low
爲生	u			no-source	fallback	low
球衣	u			no-source	fallback	low
由於其	u			no-source	fallback	low
第一集	u			no-source	fallback	low
自信心	n			cow-single	cow	medium
記不清	u			no-source	fallback	low
說白了	u			no-source	fallback	low
豐胸	u			no-source	fallback	low
這個遊戲	u			no-source	fallback	low
高盛	u			no-source	fallback	low
但沒	u			no-source	fallback	low
何潔	u			no-source	fallback	low
勘探	n,v			cow-multi	cow	medium
商業地產	u			no-source	fallback	low
噢噢	u			no-source	fallback	low
將此	u			no-source	fallback	low
就打	u			no-source	fallback	low
很抱歉	u			no-source	fallback	low
性子	u			no-source	fallback	low
我告訴你	u			no-source	fallback	low
投資環境	u			no-source	fallback	low
李嘉誠	u			no-source	fallback	low
根本原因	u			no-source	fallback	low
江陰	u			no-source	fallback	low
硫	n			cow-single	cow	medium
簽名檔	u			no-source	fallback	low
老者	u			no-source	fallback	low
能與	u			no-source	fallback	low
說服力	u			no-source	fallback	low
這起	u			no-source	fallback	low
還貸	u			no-source	fallback	low
錯的	u			no-source	fallback	low
飛機票	u			no-source	fallback	low
魅族	u			no-source	fallback	low
中天	u			no-source	fallback	low
交朋友	u			no-source	fallback	low
代表大會	u			no-source	fallback	low
公元前	r			cow-single	cow	medium
寶雞	u			no-source	fallback	low
帶她	u			no-source	fallback	low
抗震	u			no-source	fallback	low
教育培訓	u			no-source	fallback	low
方纔	u			no-source	fallback	low
株洲	u			no-source	fallback	low
歡迎訪問	u			no-source	fallback	low
牀邊	u			no-source	fallback	low
白糖	u			no-source	fallback	low
組織者	u			no-source	fallback	low
胰島素	u			no-source	fallback	low
銀行貸款	u			no-source	fallback	low
印發	u			no-source	fallback	low
可以買	u			no-source	fallback	low
嘉定	u			no-source	fallback	low
小東西	u			no-source	fallback	low
小組賽	u			no-source	fallback	low
徵稅	u			no-source	fallback	low
搜索結果	n			len4-noun-heuristic	heuristic	medium
收支	u			no-source	fallback	low
是該	u			no-source	fallback	low
木木	u			no-source	fallback	low
本場比賽	u			no-source	fallback	low
決定性	u			no-source	fallback	low
無任何	u			no-source	fallback	low
無線網卡	u			no-source	fallback	low
組織開展	u			no-source	fallback	low
腳上	u			no-source	fallback	low
舜	u			no-source	fallback	low
航運	n			cow-single	cow	medium
設計理念	u			no-source	fallback	low
越來越好	u			no-source	fallback	low
去打	u			no-source	fallback	low
唱得	u			no-source	fallback	low
大病	u			no-source	fallback	low
存儲器	n			cow-single	cow	medium
學英語	u			no-source	fallback	low
小女生	u			no-source	fallback	low
尚無	u			no-source	fallback	low
征戰	u			no-source	fallback	low
所使用	u			no-source	fallback	low
查殺	u			no-source	fallback	low
標誌性	u			no-source	fallback	low
毫升	n			cow-single	cow	medium
篡改	v			cow-single	cow	medium
簽發	u			no-source	fallback	low
與您	u			no-source	fallback	low
辭去	v			cow-single	cow	medium
週轉	u			no-source	fallback	low
非線性	u			no-source	fallback	low
丁俊暉	u			no-source	fallback	low
並由	u			no-source	fallback	low
主要領導	u			no-source	fallback	low
光標	n			cow-single	cow	medium
准考證	u			no-source	fallback	low
去面對	u			no-source	fallback	low
均在	u			no-source	fallback	low
報文	u			no-source	fallback	low
寫博客	u			no-source	fallback	low
對她說	u			no-source	fallback	low
小塊	u			no-source	fallback	low
整個過程	u			no-source	fallback	low
有意者	u			no-source	fallback	low
東城	u			no-source	fallback	low
母乳	u			no-source	fallback	low
沒有理由	u			no-source	fallback	low
沿用	u			no-source	fallback	low
熱播	u			no-source	fallback	low
第一代	u			no-source	fallback	low
紅火	u			no-source	fallback	low
紋理	n			cow-single	cow	medium
線下	u			no-source	fallback	low
肇事	u			no-source	fallback	low
間距	n			cow-single	cow	medium
國家規定	u			no-source	fallback	low
山村	u			no-source	fallback	low
差異化	u			no-source	fallback	low
得住	v			verb-suffix	heuristic	medium
我正	u			no-source	fallback	low
抨擊	n,v			cow-multi	cow	medium
招投標	u			no-source	fallback	low
教育活動	u			no-source	fallback	low
物語	u			no-source	fallback	low
百分百	u			no-source	fallback	low
終於找到	u			no-source	fallback	low
綜藝	u			no-source	fallback	low
腿部	u			no-source	fallback	low
舒淇	u			no-source	fallback	low
蕭山	u			no-source	fallback	low
蘇州市	u			no-source	fallback	low
財務部	u			no-source	fallback	low
進行全面	u			no-source	fallback	low
逼着	u			no-source	fallback	low
選股	u			no-source	fallback	low
量大	u			no-source	fallback	low
倒地	u			no-source	fallback	low
全美	u			no-source	fallback	low
大家庭	u			no-source	fallback	low
安妮	u			no-source	fallback	low
專業技術	n			len4-noun-heuristic	heuristic	medium
工作流	u			no-source	fallback	low
探測器	n			cow-single	cow	medium
最優秀的	u			no-source	fallback	low
申辦	u			no-source	fallback	low
社會經濟	n			len4-noun-heuristic	heuristic	medium
給我發	u			no-source	fallback	low
經營權	u			no-source	fallback	low
航海	n,v			cow-multi	cow	medium
要回	u			no-source	fallback	low
要帶	u			no-source	fallback	low
創設	u			no-source	fallback	low
加勒比	u			no-source	fallback	low
合作協議	u			no-source	fallback	low
多層次	u			no-source	fallback	low
小動物	u			no-source	fallback	low
岡	u			no-source	fallback	low
手機短信	u			no-source	fallback	low
搗	u			no-source	fallback	low
時應	u			no-source	fallback	low
畜禽	u			no-source	fallback	low
第一大	u			no-source	fallback	low
過濾器	n			cow-single	cow	medium
鐵礦	u			no-source	fallback	low
但因	u			no-source	fallback	low
借了	u			no-source	fallback	low
冬日	u			no-source	fallback	low
則表示	u			no-source	fallback	low
勁舞團	u			no-source	fallback	low
十佳	u			no-source	fallback	low
可以作爲	u			no-source	fallback	low
幹了	u			no-source	fallback	low
我說過	u			no-source	fallback	low
拿什麼	u			no-source	fallback	low
最晚	u			no-source	fallback	low
瞎子	u			no-source	fallback	low
趙雲	u			no-source	fallback	low
養的	u			no-source	fallback	low
餵養	v			cow-single	cow	medium
別提	u			no-source	fallback	low
原作者	u			no-source	fallback	low
叫道	u			no-source	fallback	low
史詩	u			no-source	fallback	low
在新	u			no-source	fallback	low
失真	n			cow-single	cow	medium
完成任務	u			no-source	fallback	low
對外貿易	u			no-source	fallback	low
常熟	u			no-source	fallback	low
扶着	u			no-source	fallback	low
款車型	u			no-source	fallback	low
生在	u			no-source	fallback	low
衛浴	u			no-source	fallback	low
褐色	u			no-source	fallback	low
解壓縮	u			no-source	fallback	low
許許多多	u			no-source	fallback	low
賀卡	u			no-source	fallback	low
配套設施	u			no-source	fallback	low
鏈路	u			no-source	fallback	low
黃曉明	u			no-source	fallback	low
鼓樓	u			no-source	fallback	low
仍不	u			no-source	fallback	low
信息披露	u			no-source	fallback	low
卻不知道	u			no-source	fallback	low
受體	v		passive	prefix-passive	heuristic	medium
另一個人	u			no-source	fallback	low
多款	u			no-source	fallback	low
我有個	u			no-source	fallback	low
房主	u			no-source	fallback	low
挂	u			no-source	fallback	low
捂着	u			no-source	fallback	low
有新	u			no-source	fallback	low
海選	u			no-source	fallback	low
爺們	u			no-source	fallback	low
特許	n,v			cow-multi	cow	medium
現金流	n			cow-single	cow	medium
生產成本	n			len4-noun-heuristic	heuristic	medium
突出問題	n			len4-noun-heuristic	heuristic	medium
面值	n			cow-single	cow	medium
順豐	u			no-source	fallback	low
中國石化	u			no-source	fallback	low
增設	u			no-source	fallback	low
天青	u			no-source	fallback	low
女明星	u			no-source	fallback	low
安慶	u			no-source	fallback	low
想再	u			no-source	fallback	low
有良好的	u			no-source	fallback	low
注射液	u			no-source	fallback	low
溼熱	u			no-source	fallback	low
胃腸	u			no-source	fallback	low
衝高	u			no-source	fallback	low
講故事	u			no-source	fallback	low
這個時代	u			no-source	fallback	low
作廢	u			no-source	fallback	low
供貨商	u			no-source	fallback	low
先做	u			no-source	fallback	low
叫着	u			no-source	fallback	low
安娜	u			no-source	fallback	low
對比度	u			no-source	fallback	low
少林寺	u			no-source	fallback	low
工作環境	u			no-source	fallback	low
教師節	u			no-source	fallback	low
有關問題	n			len4-noun-heuristic	heuristic	medium
樣機	u			no-source	fallback	low
江水	u			no-source	fallback	low
產銷	u			no-source	fallback	low
男籃	u			no-source	fallback	low
社會治安	u			no-source	fallback	low
誰叫	u			no-source	fallback	low
財稅	u			no-source	fallback	low
鳳凰衛視	u			no-source	fallback	low
一起分享	u			no-source	fallback	low
三隻	u			no-source	fallback	low
初二	u			no-source	fallback	low
則有	u			no-source	fallback	low
可以用來	u			no-source	fallback	low
哪去	u			no-source	fallback	low
售前	u			no-source	fallback	low
壓縮機	u			no-source	fallback	low
夥計	u			no-source	fallback	low
大獎賽	u			no-source	fallback	low
招考	u			no-source	fallback	low
更讓	u			no-source	fallback	low
沒有見過	u			no-source	fallback	low
治療方法	n			len4-noun-heuristic	heuristic	medium
看不慣	u			no-source	fallback	low
般地	u			no-source	fallback	low
蘇丹	u			no-source	fallback	low
虹橋	u			no-source	fallback	low
質保	u			no-source	fallback	low
都對	u			no-source	fallback	low
重構	u			no-source	fallback	low
隱祕	u			no-source	fallback	low
一條路	u			no-source	fallback	low
人民日報	u			no-source	fallback	low
使它	u			no-source	fallback	low
全隊	u			no-source	fallback	low
塗層	n			cow-single	cow	medium
攝取	n			cow-single	cow	medium
暫不	u			no-source	fallback	low
植被	n			cow-single	cow	medium
營收	u			no-source	fallback	low
現價	u			no-source	fallback	low
第二階段	u			no-source	fallback	low
粘膜	u			no-source	fallback	low
計劃經濟	n			len4-noun-heuristic	heuristic	medium
記者問	u			no-source	fallback	low
豔遇	u			no-source	fallback	low
迅速發展	u			no-source	fallback	low
那不	u			no-source	fallback	low
不對勁	u			no-source	fallback	low
供暖	u			no-source	fallback	low
兼併	u			no-source	fallback	low
前場	u			no-source	fallback	low
剔除	v			cow-single	cow	medium
嚷嚷	u			no-source	fallback	low
好心人	u			no-source	fallback	low
平板電視	u			no-source	fallback	low
年中	u			no-source	fallback	low
攻剋	u			no-source	fallback	low
時才	u			no-source	fallback	low
替他	u			no-source	fallback	low
月末	u			no-source	fallback	low
機櫃	u			no-source	fallback	low
登記表	u			no-source	fallback	low
自治縣	u			no-source	fallback	low
記不	u			no-source	fallback	low
諮詢電話	n			len4-noun-heuristic	heuristic	medium
需要幫助	u			no-source	fallback	low
香山	u			no-source	fallback	low
黎巴嫩	u			no-source	fallback	low
共和	u			no-source	fallback	low
喝完	v			verb-suffix	heuristic	medium
外文	u			no-source	fallback	low
天極	n			cow-single	cow	medium
待在	u			no-source	fallback	low
我好想	u			no-source	fallback	low
所擁有	u			no-source	fallback	low
拉屎	u			no-source	fallback	low
救贖	u			no-source	fallback	low
明知道	u			no-source	fallback	low
江河	u			no-source	fallback	low
泰安	u			no-source	fallback	low
玫	u			no-source	fallback	low
甄	u			no-source	fallback	low
移動電話	n			len4-noun-heuristic	heuristic	medium
篇章	u			no-source	fallback	low
經常性	u			no-source	fallback	low
美國總統	u			no-source	fallback	low
而至	u			no-source	fallback	low
聽不見	u			no-source	fallback	low
蛤蟆	u			no-source	fallback	low
鈺	u			no-source	fallback	low
高職	u			no-source	fallback	low
鹽水	n			cow-single	cow	medium
先進技術	n			len4-noun-heuristic	heuristic	medium
共性	n			cow-single	cow	medium
南寧市	u			no-source	fallback	low
可好	u			no-source	fallback	low
售出	u			no-source	fallback	low
學習貫徹	u			no-source	fallback	low
對新	u			no-source	fallback	low
廉租房	u			no-source	fallback	low
慣了	u			no-source	fallback	low
政策法規	u			no-source	fallback	low
文章來源	u			no-source	fallback	low
旅店	n			cow-single	cow	medium
書目	u			no-source	fallback	low
泰達	u			no-source	fallback	low
深加工	u			no-source	fallback	low
用例	u			no-source	fallback	low
畜牧業	n			cow-single	cow	medium
看去	u			no-source	fallback	low
管理體系	u			no-source	fallback	low
給與	u			no-source	fallback	low
股神	u			no-source	fallback	low
轉帖	u			no-source	fallback	low
選好	u			no-source	fallback	low
上攻	u			no-source	fallback	low
健身房	n			cow-single	cow	medium
公款	u			no-source	fallback	low
可以提供	u			no-source	fallback	low
堅定不移	v			cow-single	cow	medium
安防	u			no-source	fallback	low
小女人	u			no-source	fallback	low
就在這	u			no-source	fallback	low
岳陽	u			no-source	fallback	low
幾年的	u			no-source	fallback	low
打掉	v			verb-suffix	heuristic	medium
抑	u			no-source	fallback	low
敖	u			no-source	fallback	low
教室裏	u			no-source	fallback	low
機械化	n			cow-single	cow	medium
社會問題	n			len4-noun-heuristic	heuristic	medium
習題	n			cow-single	cow	medium
自擔	u			no-source	fallback	low
調高	u			no-source	fallback	low
酮	u			no-source	fallback	low
錦繡	u			no-source	fallback	low
隊伍建設	u			no-source	fallback	low
騙取	v			cow-single	cow	medium
任何事情	u			no-source	fallback	low
就先	u			no-source	fallback	low
很痛苦	u			no-source	fallback	low
房子裏	u			no-source	fallback	low
摸了	u			no-source	fallback	low
構架	u			no-source	fallback	low
溫州市	u			no-source	fallback	low
激活碼	u			no-source	fallback	low
爲愛	u			no-source	fallback	low
着臉	u			no-source	fallback	low
華潤	u			no-source	fallback	low
衛生局	u			no-source	fallback	low
複核	n,v			cow-multi	cow	medium
誰不	u			no-source	fallback	low
超聲波	u			no-source	fallback	low
較早	u			no-source	fallback	low
這個數字	u			no-source	fallback	low
那個女人	u			no-source	fallback	low
郵電	u			no-source	fallback	low
降水	u			no-source	fallback	low
丹丹	u			no-source	fallback	low
全面推進	u			no-source	fallback	low
別克	u			no-source	fallback	low
創建一個	u			no-source	fallback	low
加水	u			no-source	fallback	low
在一	u			no-source	fallback	low
外接	u			no-source	fallback	low
存在問題	n			len4-noun-heuristic	heuristic	medium
寶貝兒	u			no-source	fallback	low
收盤價	u			no-source	fallback	low
數萬	u			no-source	fallback	low
比擬	u			no-source	fallback	low
沒敢	u			no-source	fallback	low
湘西	u			no-source	fallback	low
看盤	u			no-source	fallback	low
背誦	u			no-source	fallback	low
能到	u			no-source	fallback	low
頸椎	u			no-source	fallback	low
劉若英	u			no-source	fallback	low
去見	u			no-source	fallback	low
叉叉	u			no-source	fallback	low
大腕	u			no-source	fallback	low
安全管理	u			no-source	fallback	low
工期	u			no-source	fallback	low
庭審	u			no-source	fallback	low
很生氣	u			no-source	fallback	low
情慾	u			no-source	fallback	low
抗旱	u			no-source	fallback	low
機車	n			cow-single	cow	medium
民政	u			no-source	fallback	low
畫冊	n			cow-single	cow	medium
老爺子	u			no-source	fallback	low
那個地方	u			no-source	fallback	low
一些事情	u			no-source	fallback	low
三分鐘	u			no-source	fallback	low
之窗	u			no-source	fallback	low
在各	u			no-source	fallback	low
學習成績	u			no-source	fallback	low
學術界	n			cow-single	cow	medium
快報	u			no-source	fallback	low
想找個	u			no-source	fallback	low
愛車	u			no-source	fallback	low
支球隊	u			no-source	fallback	low
發展成爲	u			no-source	fallback	low
