literal	scope	current_family	proposed_family	source	evidence	confidence	verdict	review_note
籠絡人心	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
米已成炊	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
米珠薪桂	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
粉墨登場	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
粉妝玉琢	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
粉身碎骨	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
粉飾太平	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
粗心大意	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
粗枝大葉	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
粗聲大氣	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
粗聲粗氣	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
粗茶淡飯	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
粗製濫造	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
粗通文墨	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
粘皮帶骨	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
粥少僧多	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
精兵簡政	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
精彩絕倫	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
精忠報國	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
精打細算	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
精明強幹	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
精疲力盡	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
精疲力竭	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
精益求精	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
精神抖擻	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
精神滿腹	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
精神煥發	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
精神爽利	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
精神百倍	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
精神飽滿	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
精耕細作	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
精衞填海	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
精雕細刻	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
精雕細琢	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
精雕細鏤	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
糊糊塗塗	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
糊裏糊塗	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
糊里糊塗	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
糖衣炮彈	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
糧草先行	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
糾纏不清	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
約定俗成	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
約法三章	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紅光滿面	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
紅杏出牆	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紅男綠女	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紅白喜事	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紅豆相思	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
紅顏薄命	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紆尊降貴	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
紈絝子弟	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紋絲不動	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紙上談兵	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紙貴洛陽	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
紙醉金迷	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
紛紛揚揚	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
紛至沓來	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
素不相能	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
素不相識	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
素昧平生	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
素未謀面	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
素面朝天	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
索然寡味	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
累死累活	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
細嚼慢嚥	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
細大不捐	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
細微末節	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
細枝末節	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
細水長流	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
細細品味	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
細聲細氣	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
細針密縷	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
終成泡影	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
終而復始	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
終身大事	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
結結巴巴	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
結繩記事	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
結草銜環	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
結黨營私	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
絕世佳人	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
絕代佳人	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
絕口不提	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
絕子絕孫	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
絕無僅有	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
絕處逢生	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
絕頂聰明	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
絞盡腦汁	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
絡繹不絕	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
絢麗多彩	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
絮絮叨叨	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
統籌兼顧	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
絲絲入扣	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
絲綢之路	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
綆短汲深	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
經一事長一智	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
經久不息	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
經久不衰	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
經天緯地	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
經年累月	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
經驗之談	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
綠女紅男	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
綠慘紅愁	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
綠草如茵	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
綱舉目張	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
網開一面	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
網開三面	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
綽約多姿	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
綽綽有餘	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
綾羅綢緞	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
綿綿瓜瓞	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
綿裏藏針	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
緊箍咒	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
緊鑼密鼓	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
緘口不言	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
緣木求魚	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
緩不濟急	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
緩兵之計	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
緩急相濟	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
緩急輕重	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
緩步代車	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
練達老成	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
縫縫連連	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
縮手縮腳	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
縮衣節食	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
縮頭縮腦	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
縱橫交錯	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
縱橫天下	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
縱橫捭闔	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
縱橫馳騁	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
縱虎歸山	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
總而言之	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
總角之交	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
總角之好	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
繁文縟節	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
繁榮富強	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
繁榮昌盛	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
繁花似錦	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
織當訪婢	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
繞來繞去	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
繡花枕頭	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
繩其祖武	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
繪影繪聲	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
繪聲繪色	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
繼往開來	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
纏綿悱惻	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
纖塵不染	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
纖悉無遺	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
缺一不可	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
缺心少肺	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
缺斤短兩	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
缺衣少食	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
罄竹難書	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
罪不容誅	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
罪加一等	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
罪大惡極	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
罪孽深重	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
罪惡滔天	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
罪有應得	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
罪該萬死	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
罪魁禍首	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
置之不理	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
置之度外	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
置之死地而後生	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
置之腦後	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
置若罔聞	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
置身事外	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
罵不絕口	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
罵罵咧咧	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
羅織罪名	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
羅雀掘鼠	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
羊入虎口	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
羊毛出在羊身上	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
羊狠狼貪	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
羊腸小道	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
羌無故實	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
美不勝收	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
美中不足	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
美侖美奐	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
美景良辰	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
美芹之獻	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
美若天仙	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
美輪美奐	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
羞人答答	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
羞於啓齒	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
羞與為伍	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
群威群膽	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
群策群力	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
群起而攻之	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
群雄逐鹿	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
群魔亂舞	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
群龍無首	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
義不容辭	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
義憤填胸	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
義憤填膺	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
義正詞嚴	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
義正辭嚴	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
義無反顧	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
義薄雲天	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
羹藜含糗	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
羹藜唅糗	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
羽毛未豐	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
習以成俗	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
習以為常	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
習俗移性	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
習慣成自然	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
習與性成	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
習非成是	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
翩然而至	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
翩翩起舞	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
翫忽職守	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
翹足引領	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
翹首以待	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
翻來覆去	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
翻天覆地	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
翻山越嶺	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
翻江倒海	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
翻然悔悟	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
翻空出奇	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
翻雲覆雨	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耀武揚威	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老大不小	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
老夫老妻	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
老奸巨滑	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老奸巨猾	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
老少無欺	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
老弱婦孺	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
老弱殘兵	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老態龍鍾	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老成持重	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
老於世故	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
老有所養	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
老死不相往來	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
老氣橫秋	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
老江湖	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老淚縱橫	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
老牛破車	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老牛舐犢	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老生常談	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
老當益壯	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
老羞成怒	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
老而彌堅	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
老蚌生珠	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老調重彈	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老謀深算	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
老馬戀棧	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老馬識途	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
老驥伏櫪	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耄耋之年	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
而立之年	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
耍嘴皮子	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
耍花腔	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耐人尋味	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耗時耗力	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
耳報神	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳提面命	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳旁風	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳根清淨	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳濡目染	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
耳熟能詳	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳目一新	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
耳聞不如目見	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳聞目睹	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳聰目明	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳聽八方	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
耳軟心活	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
耳邊風	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
耳鬢廝磨	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
耿耿於懷	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
聊以卒歲	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聊以自慰	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聊備一格	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聊勝於無	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聊表寸心	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聖經賢傳	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聚沙成塔	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聚精會神	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
聚訟紛紜	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
