literal	pos	family	voice	source	evidence	confidence	verdict	review_note	stratum	audit_verdict	audit_note
金蟬脱殼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
金迷紙醉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
針鋒相對	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鈎心鬥角	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鉅細無遺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
銀樣蠟槍頭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
銅牆鐵壁	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
銘心鏤骨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鋌而走險	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鋭不可當	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
錐刀之末	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
錙銖必較	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
錢可通神	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
錦囊妙計	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
錦繡河山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
錯落不齊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
錯落有致	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鍥而不捨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鏗鏘有力	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鐫心銘骨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鐫骨銘心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鐵嘴鋼牙	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鐵杵成針	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鐵案如山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鐵樹開花	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鐵窗風味	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鐵面無私	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鑄成大錯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鑑往知來	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鑼鼓喧天	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鑽堅仰高	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鑽故紙堆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
長命富貴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
長江後浪推前浪	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
長生久視	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
長轡遠馭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
門當户對	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
閉目塞聽	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
閉門卻掃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
閉門塞竇	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
閉門覓句	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
閉關鎖國	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
開卷有益	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
開台鑼鼓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
開宗明義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
開心見誠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
開誠相見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
開門七件事	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
開門見山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
閒情逸致	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
闊步高談	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
關懷備至	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
防不勝防	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
防微杜漸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
防患於未然	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
防患未萌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
阿其所好	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
阿狗阿貓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
阿諛奉承	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
阿諛逢迎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
附驥尾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
除惡務盡	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
除暴安良	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
除舊更新	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
陰謀詭計	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
陳規陋習	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
陽奉陰違	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隔岸觀火	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隔年皇曆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隔行如隔山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隨時隨地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隨機應變	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隨波逐流	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隨緣樂助	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隨聲附和	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隨踵而至	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隨遇而安	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隨風倒舵	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
險象環生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
險遭不測	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隱名埋姓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隱姓埋名	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隱忍不發	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隱忍不言	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隱惡揚善	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隱約其辭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隱跡埋名	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
隱隱約約	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雀屏中選	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雄心勃勃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雌雄未決	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雍容不迫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雍容大度	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雍容爾雅	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雕楹碧檻	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雕蟲小技	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雕蟲小藝	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雖死猶生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雙喜臨門	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雙棲雙宿	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雜亂無章	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雞犬不寧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雞零狗碎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雞飛蛋打	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
離經叛道	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
離鄉背井	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
難以為繼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
難分難解	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
難能可貴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
難解難分	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
難言之隱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雨順風調	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雲消霧散	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雲開見日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
零敲碎打	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雷打不動	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
雷聲大雨點小	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
電光朝露	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
震天動地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
震耳欲聾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
霧裏看花	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
露馬腳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青出於藍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青出於藍而勝於藍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青天白日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青天霹靂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青梅竹馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青紅皂白	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青雲直上	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青面獠牙	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
青黃不接	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
非分之念	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
非分之想	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
非同小可	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
非昔是今	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
非異人任	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
非親非故	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
非驢非馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
靡有孑遺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
靡衣玉食	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
靡靡之樂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面不改容	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面如土色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面如灰土	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面有菜色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面目一新	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面目可憎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面紅耳熱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面紅耳赤	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面紅面綠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面色如土	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面面俱到	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面面俱圓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
面黃肌瘦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
革故鼎新	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
革面洗心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鞠躬盡力	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
鞭長莫及	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
韋編三絕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
音容宛在	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
響徹雲霄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頂名冒姓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頂天立地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頂禮膜拜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頂門壯户	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
順手牽羊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
順水推船	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
順風轉舵	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頓口無言	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頓挫抑揚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頓足不前	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頓足捶胸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頭昏目暈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頭昏眼暈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頭昏眼暗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頭昏腦悶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頭昏腦眩	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
頭破血流	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
額手稱慶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
顛三倒四	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
顛倒是非	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
顛撲不破	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
顛沛流離	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
顧名思義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
顧小失大	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review	u|none|low	OK	conservative terminal: no approved syntax evidence
