literal	pos	family	voice	source	evidence	confidence	verdict	review_note
送往迎來	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
送故迎新	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
送暖偷寒	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
送舊迎新	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逃之夭夭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逆來順受	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逆耳之言	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
逆行倒施	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逍遙法外	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逍遙自在	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逐客令	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
這山望着那山高	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
通力合作	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
通天徹地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
通宵達旦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
通權達變	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
通都大邑	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逞強稱能	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
造化小兒	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
造繭自縛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
造謠生事	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逢山開路	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
連三併四	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
連城之璧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
連鑣並軫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
進身之階	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
進退兩難	a	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
進退有常	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
進退為難	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
進退維艱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
進道若退	u	chengyu		china-idiom+agent	agent-reviewed-override	low	accept	conservative syntax review
逸塵斷鞅	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
逼良為娼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遇事生風	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遇人不淑	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遊山玩水	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遊必有方	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
運斤成風	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
過五關斬六將	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
過橋抽板	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
過河拆橋	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
過猶不及	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
過甚其辭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
過目不忘	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
過目成誦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
過門不入	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遐邇聞名	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
道不同不相為謀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
道不拾遺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
道學先生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
道殣相望	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
道聽塗説	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
道聽途説	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
道貌岸然	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
道路以目	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
違天害理	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
違天逆理	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
違強陵弱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
違時絕俗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
違法亂紀	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遠見卓識	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遠親不如近鄰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遠走高飛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
適得其反	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遷善改過	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
遷怒於人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
避世絕俗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
避禍就福	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
邪不敵正	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
邪門歪道	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
郎才女貌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
郢書燕説	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鄭人爭年	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
酒囊飯袋	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
酒後失言	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
酒肉朋友	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
酒色之徒	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
酒逢知己千杯少	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
酸甜苦辣	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
醉生夢死	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
醉翁之意不在酒	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
醜態畢露	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
醜態百出	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
里程碑	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
重於泰山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
重温舊夢	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
重温舊業	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
重睹天日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
重賞之下必有勇夫	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
重起爐灶	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
量入為出	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
量力而為	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
金剛怒目	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
金字招牌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
金枝玉葉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
金玉滿堂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
金石良言	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
金碧熒煌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
金蘭之交	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
金蟬脱殼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
金迷紙醉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
針鋒相對	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鈎心鬥角	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鉅細無遺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
銀樣蠟槍頭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
銅牆鐵壁	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
銘心鏤骨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鋌而走險	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鋭不可當	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
錐刀之末	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
錙銖必較	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
錢可通神	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
錦囊妙計	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
錦繡河山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
錯落不齊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
錯落有致	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鍥而不捨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鏗鏘有力	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鐫心銘骨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鐫骨銘心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鐵嘴鋼牙	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鐵壁銅牆	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
鐵杵成針	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鐵案如山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鐵樹開花	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鐵窗風味	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鐵面無私	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鑄成大錯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鑑往知來	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鑼鼓喧天	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鑽堅仰高	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鑽故紙堆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
長命富貴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
長江後浪推前浪	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
長生久視	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
長轡遠馭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
門當户對	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
閉目塞聽	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
閉門卻掃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
閉門塞竇	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
閉門羹	n	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
閉門覓句	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
閉關鎖國	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
開卷有益	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
開台鑼鼓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
開宗明義	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
開心見誠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
開誠相見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
開門七件事	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
開門見山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
閒情逸致	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
闊步高談	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
關懷備至	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
防不勝防	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
防微杜漸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
防患於未然	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
防患未萌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
阿其所好	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
阿狗阿貓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
阿諛奉承	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
阿諛逢迎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
附驥尾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
除惡務盡	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
除暴安良	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
除舊更新	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
陰差陽錯	r	chengyu		china-idiom+agent	example-adverbial-de	high	accept	conservative syntax review
陰謀詭計	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
陰錯陽差	r	chengyu		china-idiom+agent	example-adverbial-de	high	accept	conservative syntax review
陳穀子爛芝麻	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
陳規陋習	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
陽奉陰違	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隔岸觀火	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隔年皇曆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隔行如隔山	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隨時隨地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隨機應變	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隨波逐流	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隨緣樂助	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隨聲附和	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隨踵而至	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隨遇而安	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隨風倒舵	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
險象環生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
險遭不測	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隱名埋姓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隱姓埋名	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隱忍不發	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隱忍不言	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隱惡揚善	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隱約其辭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隱跡埋名	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
隱隱約約	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雀屏中選	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雄心勃勃	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雄才大略	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
雌雄未決	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雍容不迫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雍容大度	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雍容爾雅	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雕楹碧檻	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雕蟲小技	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雕蟲小藝	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雖死猶生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雙喜臨門	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雙棲雙宿	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雜亂無章	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雞犬不寧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雞零狗碎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雞飛蛋打	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
離經叛道	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
離鄉別井	v	chengyu		china-idiom+agent	action-definition	high	accept	conservative syntax review
離鄉背井	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
難以為繼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
難兄難弟	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
難分難解	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
難能可貴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
難解難分	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
難言之隱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雨順風調	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雲消霧散	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雲開見日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
零敲碎打	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雷打不動	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
雷聲大雨點小	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
電光朝露	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
震天動地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
震耳欲聾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
霧裏看花	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
露馬腳	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
霽月光風	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
靈牙利齒	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
青出於藍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
青出於藍而勝於藍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
青天白日	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
青天霹靂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
青梅竹馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
青紅皂白	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
青雲直上	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
青面獠牙	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
青黃不接	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
非分之念	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
非分之想	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
非同小可	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
非昔是今	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
非異人任	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
非親非故	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
非驢非馬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
靡有孑遺	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
靡衣玉食	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
靡靡之樂	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面不改容	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面如土色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面如灰土	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面有菜色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面目一新	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面目可憎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面紅耳熱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面紅耳赤	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面紅面綠	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面色如土	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面面俱到	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面面俱圓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
面黃肌瘦	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
革故鼎新	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
革面洗心	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鞠躬盡力	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
鞭長莫及	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
韋編三絕	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
音容宛在	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
響徹雲霄	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頂名冒姓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頂天立地	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頂禮膜拜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頂門壯户	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
順手牽羊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
順水推舟	v	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
順水推船	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
順風轉舵	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頓口無言	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頓挫抑揚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頓足不前	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頓足捶胸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頭昏目暈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頭昏眼暈	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
頭昏眼暗	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
